sample	feature	homo_p	homo	stab_p	stab	n_platforms	confidence	MetaboliteName
M	HMDB0000673	1	yes	1	yes	2	high	linoleate (18:2n6)
M	HMDB0000682	1	yes	1	yes	2	high	3-indoxyl sulfate
M	HMDB0000684	1	yes	1	yes	2	high	kynurenine
M	HMDB0000686	1	yes	1	yes	2	high	isoursodeoxycholate
M	HMDB0000687	1	yes	1	yes	2	high	leucine
M	HMDB0000689	1	yes	1	yes	2	high	isocaproate (i6:0)
M	HMDB0000695	1	yes	1	yes	2	high	4-methyl-2-oxopentanoate
M	HMDB0000698	1	yes	1	yes	2	high	glycolithocholate
M	HMDB0000699	1	yes	1	yes	2	high	1-methylnicotinamide
M	HMDB0000714	1	yes	1	yes	2	high	hippurate
M	HMDB0000715	1	yes	1	yes	2	high	kynurenate
M	HMDB0000718	1	yes	1	yes	2	high	isovalerate (i5:0)
M	HMDB0000725	1	yes	1	yes	2	high	trans-4-hydroxyproline
M	HMDB0000730	1	yes	1	yes	2	high	isobutyrylglycine
M	HMDB0000736	1	yes	1	yes	2	high	isobutyrylcarnitine (C4)
M	HMDB0000754	1	yes	1	yes	2	high	beta-hydroxyisovalerate
M	HMDB0000755	1	yes	1	yes	2	high	3-(4-hydroxyphenyl)lactate
M	HMDB0000763	1	yes	1	yes	2	high	5-hydroxyindoleacetate
M	HMDB0000765	1	yes	1	yes	2	high	mannitol/sorbitol
M	HMDB0000767	1	yes	1	yes	2	high	pseudouridine
M	HMDB0000772	1	yes	1	yes	2	high	nonadecanoate (19:0)
M	HMDB0000782	1	yes	1	yes	2	high	octadecanedioate (C18-DC)
M	HMDB0000784	1	yes	1	yes	2	high	azelate (C9-DC)
M	HMDB0000792	1	yes	1	yes	2	high	sebacate (C10-DC)
M	HMDB0000801	1	yes	1	yes	2	high	phytanate
M	HMDB0000806	1	yes	1	yes	2	high	myristate (14:0)
M	HMDB0000826	1	yes	1	yes	2	high	pentadecanoate (15:0)
M	HMDB0000827	1	yes	1	yes	2	high	stearate (18:0)
M	HMDB0000840	1	yes	1	yes	2	high	2-hydroxyhippurate (salicylurate)
M	HMDB0000847	1	yes	1	yes	2	high	pelargonate (9:0)
M	HMDB0000872	1	yes	1	yes	2	high	tetradecanedioate (C14-DC)
M	HMDB0000875	1	yes	1	yes	2	high	trigonelline (N'-methylnicotinate)
M	HMDB0000883	1	yes	1	yes	2	high	valine
M	HMDB0000884	1	yes	1	yes	2	high	5-methyluridine (ribothymidine)
M	HMDB0000888	1	yes	1	yes	2	high	undecanedioate (C11-DC)
M	HMDB0000892	1	yes	1	yes	2	high	valerate (5:0)
M	HMDB0000893	1	yes	1	yes	2	high	suberate (C8-DC)
M	HMDB0000896	1	yes	1	yes	2	high	taurodeoxycholate
M	HMDB0000897	1	yes	1	yes	2	high	7-methylguanine
M	HMDB0000904	1	yes	1	yes	2	high	citrulline
M	HMDB0000925	1	yes	1	yes	2	high	trimethylamine N-oxide
M	HMDB0000929	1	yes	1	yes	2	high	tryptophan
M	HMDB0000943	1	yes	1	yes	2	high	threonate
M	HMDB0000946	1	yes	1	yes	2	high	ursodeoxycholate
M	HMDB0000947	1	yes	1	yes	2	high	undecanoate (11:0)
M	HMDB0000991	1	yes	1	yes	2	high	2-aminooctanoate
M	HMDB0001032	1	yes	1	yes	2	high	dehydroisoandrosterone sulfate (DHEA-S)
M	HMDB0001043	1	yes	1	yes	2	high	arachidonate (20:4n6)
M	HMDB0001173	1	yes	1	yes	2	high	5-methylthioadenosine (MTA)
M	HMDB0001325	1	yes	1	yes	2	high	N6,N6,N6-trimethyllysine
M	HMDB0001348	1	yes	1	yes	2	high	stearoyl sphingomyelin (d18:1/18:0)
M	HMDB0001383	0.999999999999999	yes	0.0357142857142857	no	2	low	sphinganine-1-phosphate
M	HMDB0001406	1	yes	1	yes	2	high	nicotinamide
M	HMDB0001429	1	yes	1	yes	2	high	phosphate
M	HMDB0001492	1	yes	1	yes	2	high	gamma-tocopherol/beta-tocopherol
M	HMDB0001547	1	yes	1	yes	2	high	corticosterone/cortexolone
M	HMDB0001565	1	yes	1	yes	2	high	choline phosphate
M	HMDB0001624	1	yes	1	yes	2	high	alpha-hydroxycaproate
M	HMDB0001847	1	yes	1	yes	2	high	caffeine
M	HMDB0001851	1	yes	1	yes	2	high	arabitol/xylitol
M	HMDB0001857	1	yes	1	yes	2	high	1,3-dimethylurate
M	HMDB0001860	1	yes	1	yes	2	high	paraxanthine
M	HMDB0001870	1	yes	1	yes	2	high	benzoate
M	HMDB0001886	1	yes	1	yes	2	high	3-methylxanthine
M	HMDB0001889	1	yes	1	yes	2	high	theophylline
M	HMDB0001893	1	yes	1	yes	2	high	alpha-tocopherol
M	HMDB0001895	1	yes	1	yes	2	high	salicylate
M	HMDB0001931	1	yes	1	yes	2	high	gamma-CEHC
M	HMDB0001999	1	yes	1	yes	2	high	eicosapentaenoate (EPA; 20:5n3)
M	HMDB0002000	1	yes	1	yes	2	high	myristoleate (14:1n5)
M	HMDB0002013	1	yes	1	yes	2	high	butyrylcarnitine (C4)
M	HMDB0002038	1	yes	1	yes	2	high	N6-methyllysine
M	HMDB0002064	1	yes	1	yes	2	high	N-acetylputrescine
M	HMDB0002068	1	yes	1	yes	2	high	erucate (22:1n9)
M	HMDB0002070	1	yes	1	yes	2	high	4-hydroxy-2-oxoglutaric acid
M	HMDB0002088	1	yes	1	yes	2	high	oleoyl ethanolamide
M	HMDB0002100	1	yes	1	yes	2	high	palmitoyl ethanolamide
M	HMDB0002117	1	yes	1	yes	2	high	oleamide
M	HMDB0002199	1	yes	1	yes	2	high	3-(4-hydroxyphenyl)propionate
M	HMDB0002203	1	yes	1	yes	2	high	3-hydroxydecanoate
M	HMDB0002212	1	yes	1	yes	2	high	arachidate (20:0)
M	HMDB0002226	1	yes	1	yes	2	high	adrenate (22:4n6)
M	HMDB0002231	1	yes	1	yes	2	high	eicosenoate (20:1)
M	HMDB0002259	1	yes	1	yes	2	high	margarate (17:0)
M	HMDB0002273	1	yes	1	yes	2	high	4-hydroxyglutamate
M	HMDB0002329	1	yes	1	yes	2	high	oxalate (ethanedioate)
M	HMDB0002580	1	yes	1	yes	2	high	taurolithocholate 3-sulfate
M	HMDB0002712	1	yes	1	yes	2	high	1,5-anhydroglucitol (1,5-AG)
M	HMDB0002721	1	yes	1	yes	2	high	N1-methylinosine
M	HMDB0002759	1	yes	1	yes	2	high	androsterone sulfate
M	HMDB0002815	1	yes	1	yes	2	high	1-oleoyl-GPC (18:1)
M	HMDB0002820	1	yes	1	yes	2	high	1-methyl-4-imidazoleacetate
M	HMDB0002825	1	yes	1	yes	2	high	theobromine
M	HMDB0002829	1	yes	1	yes	2	high	androsterone glucuronide
M	HMDB0002925	1	yes	1	yes	2	high	dihomo-linolenate (20:3n3 or n6)
M	HMDB0002931	1	yes	1	yes	2	high	N-acetylserine
M	HMDB0003045	1	yes	1	yes	2	high	ergothioneine
M	HMDB0003072	1	yes	1	yes	2	high	quinate
M	HMDB0003073	1	yes	1	yes	2	high	linolenate [alpha or gamma; (18:3n3 or 6)]
M	HMDB0003157	1	yes	1	yes	2	high	guanidinosuccinate
M	HMDB0003229	1	yes	1	yes	2	high	palmitoleate (16:1n7)
M	HMDB0003331	1	yes	1	yes	2	high	N1-methyladenosine
M	HMDB0003357	1	yes	1	yes	2	high	N-delta-acetylornithine
M	HMDB0003464	1	yes	1	yes	2	high	4-guanidinobutanoate
M	HMDB0003681	1	yes	1	yes	2	high	4-acetamidobutanoate
M	HMDB0004041	1	yes	1	yes	2	high	allo-threonine
M	HMDB0004089	1	yes	1	yes	2	high	N-formylanthranilic acid
M	HMDB0004194	1	yes	1	yes	2	high	N1-Methyl-4-pyridone-3-carboxamide
M	HMDB0004824	1	yes	1	yes	2	high	N2,N2-dimethylguanosine
M	HMDB0004827	1	yes	1	yes	2	high	stachydrine
M	HMDB0004988	1	yes	1	yes	2	high	1-methyl-5-imidazoleacetate
M	HMDB0005060	1	yes	1	yes	2	high	dihomo-linoleate (20:2n6)
M	HMDB0006029	1	yes	1	yes	2	high	N-acetylglutamine
M	HMDB0006116	1	yes	1	yes	2	high	3-hydroxyhippurate
M	HMDB0006294	1	yes	1	yes	2	high	16-hydroxypalmitate
M	HMDB0006344	1	yes	1	yes	2	high	phenylacetylglutamine
M	HMDB0006528	1	yes	1	yes	2	high	docosapentaenoate (n3 DPA; 22:5n3)
M	HMDB0006547	1	yes	1	yes	2	high	stearidonate (18:4n3)
M	HMDB0006695	1	yes	1	yes	2	high	pro-hydroxy-pro
M	HMDB0006750	1	yes	1	yes	2	high	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)
M	HMDB0007853	1	yes	1	yes	2	high	1-palmitoyl-GPA (16:0)
M	HMDB0007869	1	yes	1	yes	2	high	1-myristoyl-2-palmitoyl-GPC (14:0/16:0)
M	HMDB0007991	1	yes	1	yes	2	high	1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)
M	HMDB0008038	1	yes	1	yes	2	high	1-stearoyl-2-oleoyl-GPC (18:0/18:1)
M	HMDB0008928	1	yes	1	yes	2	high	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)
M	HMDB0008993	1	yes	1	yes	2	high	1-stearoyl-2-oleoyl-GPE (18:0/18:1)
M	HMDB0009003	1	yes	1	yes	2	high	1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)
M	HMDB0009784	1	yes	1	yes	2	high	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)
M	HMDB0009815	1	yes	1	yes	2	high	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)
M	HMDB0010169	1	yes	1	yes	2	high	palmitoyl sphingomyelin (d18:1/16:0)
M	HMDB0010318	1	yes	1	yes	2	high	pregnanediol-3-glucuronide
M	HMDB0010382	1	yes	1	yes	2	high	1-palmitoyl-GPC (16:0)
M	HMDB0010384	1	yes	1	yes	2	high	1-stearoyl-GPC (18:0)
M	HMDB0010386	1	yes	1	yes	2	high	1-linoleoyl-GPC (18:2)
M	HMDB0010738	1	yes	1	yes	2	high	1-methylxanthine
M	HMDB0011103	1	yes	1	yes	2	high	1,7-dimethylurate
M	HMDB0011171	1	yes	1	yes	2	high	gamma-glutamylleucine
M	HMDB0011178	1	yes	1	yes	2	high	prolylglycine
M	HMDB0011375	1	yes	1	yes	2	high	1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)
M	HMDB0011503	1	yes	1	yes	2	high	1-palmitoyl-GPE (16:0)
M	HMDB0011506	1	yes	1	yes	2	high	1-oleoyl-GPE (18:1)
M	HMDB0011621	1	yes	1	yes	2	high	cinnamoylglycine
M	HMDB0011635	1	yes	1	yes	2	high	p-cresol sulfate
M	HMDB0011667	1	yes	1	yes	2	high	gamma-glutamylglycine
M	HMDB0011718	1	yes	1	yes	2	high	p-hydroxybenzaldehyde
M	HMDB0011737	1	yes	1	yes	2	high	gamma-glutamylglutamate
M	HMDB0011738	1	yes	1	yes	2	high	gamma-glutamylglutamine
M	HMDB0011749	1	yes	1	yes	2	high	2-piperidinone
M	HMDB0011753	1	yes	1	yes	2	high	iminodiacetate (IDA)
M	HMDB0011756	1	yes	1	yes	2	high	N-acetylleucine
M	HMDB0011757	1	yes	1	yes	2	high	N-acetylvaline
M	HMDB0012101	1	yes	1	yes	2	high	sphingomyelin (d18:1/18:1, d18:2/18:0)
M	HMDB0012273	1	yes	1	yes	2	high	palmitamide (16:0)
M	HMDB0012454	1	yes	1	yes	2	high	3beta,7alpha-dihydroxy-5-cholestenoate
M	HMDB0012458	1	yes	1	yes	2	high	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)
M	HMDB0012881	1	yes	1	yes	2	high	N-acetylcarnosine
M	HMDB0013127	1	yes	1	yes	2	high	3-hydroxybutyrylcarnitine (2)
M	HMDB0013211	1	yes	1	yes	2	high	2-ketocaprylate
M	HMDB0013288	1	yes	1	yes	2	high	nonanoylcarnitine (C9)
M	HMDB0013622	1	yes	1	yes	2	high	10-nonadecenoate (19:1n9)
M	HMDB0013676	1	yes	1	yes	2	high	2,6-dihydroxybenzoic acid
M	HMDB0013678	1	yes	1	yes	2	high	4-hydroxyhippurate
M	HMDB0013713	1	yes	1	yes	2	high	N-acetyltryptophan
M	HMDB0015109	1	yes	1	yes	2	high	EDTA
M	HMDB0029159	1	yes	1	yes	2	high	gamma-glutamylthreonine
M	HMDB0029160	1	yes	1	yes	2	high	gamma-glutamyltryptophan
M	HMDB0029200	1	yes	1	yes	2	high	ferulic acid 4-sulfate
M	HMDB0029377	1	yes	1	yes	2	high	piperine
M	HMDB0029412	1	yes	1	yes	2	high	betonicine
M	HMDB0029423	1	yes	1	yes	2	high	O-acetylhomoserine
M	HMDB0029576	1	yes	1	yes	2	high	2,3-dihydroxy-2-methylbutyrate
M	HMDB0029723	0.999999999999999	yes	0.0357142857142857	no	2	low	saccharin
M	HMDB0029737	1	yes	1	yes	2	high	3-formylindole
M	HMDB0032055	1	yes	1	yes	2	high	N-acetylhistidine
M	HMDB0032574	1	yes	1	yes	2	high	propyl 4-hydroxybenzoate
M	HMDB0033143	1	yes	0.25	yes	2	high	pyrraline
M	HMDB0033724	1	yes	1	yes	2	high	10-undecenoate (11:1n1)
M	HMDB0034323	1	yes	1	yes	2	high	S-allylcysteine
M	HMDB0034365	1	yes	1	yes	2	high	theanine
M	HMDB0034367	1	yes	1	yes	2	high	gamma-glutamylmethionine
M	HMDB0059724	1	yes	1	yes	2	high	catechol sulfate
M	HMDB0060015	1	yes	1	yes	2	high	phenol sulfate
M	HMDB0061112	1	yes	1	yes	2	high	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)
M	HMDB0061115	1	yes	1	yes	2	high	tryptophan betaine
M	HMDB0061384	1	yes	1	yes	2	high	acisoga
M	HMDB0062121	1	yes	1	yes	2	high	dihydroferulate
M	HMDB0062175	1	yes	1	yes	2	high	N-lactoyl phenylalanine
M	HMDB0062312	1	yes	1	yes	2	high	1-arachidonoyl-GPA (20:4)
M	HMDB0062551	1	yes	1	yes	2	high	4-ethylphenylsulfate
M	HMDB0062557	1	yes	1	yes	2	high	N-acetylthreonine
M	HMDB0062656	1	yes	1	yes	2	high	linoleamide (18:2n6)
M	HMDB0062657	1	yes	1	yes	2	high	epiandrosterone sulfate
M	HMDB0094649	1	yes	1	yes	2	high	2-aminoheptanoate
M	HMDB0094696	1	yes	1	yes	2	high	N-methylproline
M	HMDB0155722	1	yes	1	yes	2	high	O-sulfo-L-tyrosine
M	HMDB0240253	1	yes	1	yes	2	high	N-acetyltaurine
M	HMDB0240261	1	yes	1	yes	2	high	1-stearoyl-GPI (18:0)
M	HMDB0240296	1	yes	1	yes	2	high	C-glycosyltryptophan
M	HMDB0240607	1	yes	1	yes	2	high	glycohyocholate
M	HMDB0240609	1	yes	1	yes	2	high	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)
M	HMDB0240624	1	yes	1	yes	2	high	4-hydroxychlorothalonil
X	HMDB0000001	1	yes	1	yes	2	high	1-methylhistidine
X	HMDB0000005	1	yes	1	yes	2	high	alpha-ketobutyrate
X	HMDB0000008	1	yes	1	yes	2	high	2-hydroxybutyrate/2-hydroxyisobutyrate
X	HMDB0000011	1	yes	1	yes	2	high	3-hydroxybutyrate (BHBA)
X	HMDB0000020	1	yes	1	yes	2	high	4-hydroxyphenylacetate
X	HMDB0000026	1	yes	1	yes	2	high	3-ureidopropionate
X	HMDB0000034	1	yes	1	yes	2	high	adenine
X	HMDB0000036	1	yes	1	yes	2	high	taurocholate
X	HMDB0000039	1	yes	1	yes	2	high	butyrate (4:0)
X	HMDB0000054	1	yes	1	yes	2	high	bilirubin (Z,Z)
X	HMDB0000056	1	yes	1	yes	2	high	beta-alanine
X	HMDB0000062	1	yes	1	yes	2	high	carnitine
X	HMDB0000064	1	yes	1	yes	2	high	creatine
X	HMDB0000086	1	yes	1	yes	2	high	glycerophosphorylcholine (GPC)
X	HMDB0000092	1	yes	1	yes	2	high	dimethylglycine
X	HMDB0000094	1	yes	1	yes	2	high	citrate
X	HMDB0000122	1	yes	1	yes	2	high	glucose
X	HMDB0000128	1	yes	1	yes	2	high	guanidinoacetate
X	HMDB0000138	1	yes	1	yes	2	high	glycocholate
X	HMDB0000148	1	yes	1	yes	2	high	glutamate
X	HMDB0000152	1	yes	1	yes	2	high	gentisate
X	HMDB0000156	1	yes	1	yes	2	high	malate
X	HMDB0000157	1	yes	1	yes	2	high	hypoxanthine
X	HMDB0000158	1	yes	1	yes	2	high	tyrosine
X	HMDB0000159	1	yes	1	yes	2	high	phenylalanine
X	HMDB0000161	1	yes	1	yes	2	high	alanine
X	HMDB0000162	1	yes	1	yes	2	high	proline
X	HMDB0000163	1	yes	1	yes	2	high	maltose/cellobiose
X	HMDB0000167	1	yes	1	yes	2	high	threonine
X	HMDB0000168	1	yes	1	yes	2	high	asparagine
X	HMDB0000172	1	yes	1	yes	2	high	isoleucine
X	HMDB0000176	1	yes	1	yes	2	high	maleate
X	HMDB0000177	1	yes	1	yes	2	high	histidine
X	HMDB0000182	1	yes	1	yes	2	high	lysine
X	HMDB0000187	1	yes	1	yes	2	high	serine
X	HMDB0000190	1	yes	1	yes	2	high	lactate
X	HMDB0000191	1	yes	1	yes	2	high	aspartate
X	HMDB0000192	1	yes	1	yes	2	high	cystine
X	HMDB0000201	1	yes	1	yes	2	high	acetylcarnitine (C2)
X	HMDB0000202	1	yes	1	yes	2	high	methylmalonate (MMA)
X	HMDB0000207	1	yes	1	yes	2	high	octadecenoate
X	HMDB0000208	1	yes	1	yes	2	high	alpha-ketoglutarate
X	HMDB0000209	1	yes	1	yes	2	high	phenylacetate
X	HMDB0000210	1	yes	1	yes	2	high	pantothenate
X	HMDB0000214	1	yes	1	yes	2	high	ornithine
X	HMDB0000220	1	yes	1	yes	2	high	palmitate (16:0)
X	HMDB0000226	1	yes	1	yes	2	high	orotate
X	HMDB0000243	1	yes	1	yes	2	high	pyruvate
X	HMDB0000248	1	yes	1	yes	2	high	thyroxine
X	HMDB0000251	1	yes	1	yes	2	high	taurine
X	HMDB0000252	1	yes	1	yes	2	high	sphingosine
X	HMDB0000254	1	yes	1	yes	2	high	succinate
X	HMDB0000267	1	yes	1	yes	2	high	5-oxoproline
X	HMDB0000269	1	yes	1	yes	2	high	sphinganine
X	HMDB0000271	1	yes	1	yes	2	high	sarcosine
X	HMDB0000277	1	yes	1	yes	2	high	sphingosine 1-phosphate
X	HMDB0000289	1	yes	1	yes	2	high	urate
X	HMDB0000292	1	yes	1	yes	2	high	xanthine
X	HMDB0000296	1	yes	1	yes	2	high	uridine
X	HMDB0000300	1	yes	1	yes	2	high	uracil
X	HMDB0000323	1	yes	1	yes	2	high	3-amino-2-piperidone
X	HMDB0000337	1	yes	1	yes	2	high	3,4-dihydroxybutyrate
X	HMDB0000375	1	yes	1	yes	2	high	3-(3-hydroxyphenyl)propionate
X	HMDB0000378	1	yes	1	yes	2	high	2-methylbutyrylcarnitine (C5)
X	HMDB0000387	1	yes	1	yes	2	high	3-hydroxylaurate
X	HMDB0000407	1	yes	1	yes	2	high	alpha-hydroxyisovalerate
X	HMDB0000416	1	yes	1	yes	2	high	17alpha-hydroxypregnenolone 3-sulfate
X	HMDB0000462	1	yes	1	yes	2	high	allantoin
X	HMDB0000479	1	yes	1	yes	2	high	3-methylhistidine
X	HMDB0000482	1	yes	1	yes	2	high	caprylate (8:0)
X	HMDB0000497	1	yes	1	yes	2	high	5,6-dihydrouridine
X	HMDB0000511	1	yes	1	yes	2	high	caprate (10:0)
X	HMDB0000512	1	yes	1	yes	2	high	N-acetylphenylalanine
X	HMDB0000517	1	yes	1	yes	2	high	arginine
X	HMDB0000525	1	yes	1	yes	2	high	5-hydroxyhexanoate
X	HMDB0000529	1	yes	1	yes	2	high	5-dodecenoate (12:1n7)
X	HMDB0000532	1	yes	1	yes	2	high	N-acetylglycine
X	HMDB0000535	1	yes	1	yes	2	high	caproate (6:0)
X	HMDB0000539	1	yes	1	yes	2	high	arabonate/xylonate
X	HMDB0000555	1	yes	1	yes	2	high	3-methyladipate
X	HMDB0000562	1	yes	1	yes	2	high	creatinine
X	HMDB0000564	1	yes	1	yes	2	high	1,2-dipalmitoyl-GPC (16:0/16:0)
X	HMDB0000622	1	yes	1	yes	2	high	ethylmalonate
X	HMDB0000623	1	yes	1	yes	2	high	dodecanedioate (C12-DC)
X	HMDB0000625	1	yes	1	yes	2	high	gluconate
X	HMDB0000626	1	yes	1	yes	2	high	deoxycholate
X	HMDB0000630	1	yes	0.25	yes	2	high	cytosine
X	HMDB0000637	1	yes	1	yes	2	high	glycochenodeoxycholate
X	HMDB0000638	1	yes	1	yes	2	high	laurate (12:0)
X	HMDB0000641	1	yes	1	yes	2	high	glutamine
X	HMDB0000651	1	yes	1	yes	2	high	decanoylcarnitine (C10)
X	HMDB0000653	1	yes	1	yes	2	high	cholesterol sulfate
X	HMDB0000660	1	yes	1	yes	2	high	fructose
X	HMDB0000661	1	yes	1	yes	2	high	glutarate (C5-DC)
X	HMDB0000665	1	yes	1	yes	2	high	alpha-hydroxyisocaproate
X	HMDB0000669	1	yes	1	yes	2	high	2-hydroxyphenylacetate
X	HMDB0000672	1	yes	1	yes	2	high	hexadecanedioate (C16-DC)
X	HMDB0000673	1	yes	1	yes	2	high	linoleate (18:2n6)
X	HMDB0000682	1	yes	1	yes	2	high	3-indoxyl sulfate
X	HMDB0000684	1	yes	1	yes	2	high	kynurenine
X	HMDB0000686	1	yes	1	yes	2	high	isoursodeoxycholate
X	HMDB0000687	1	yes	1	yes	2	high	leucine
X	HMDB0000689	1	yes	1	yes	2	high	isocaproate (i6:0)
X	HMDB0000695	1	yes	1	yes	2	high	4-methyl-2-oxopentanoate
X	HMDB0000698	1	yes	1	yes	2	high	glycolithocholate
X	HMDB0000699	1	yes	1	yes	2	high	1-methylnicotinamide
X	HMDB0000714	1	yes	1	yes	2	high	hippurate
X	HMDB0000715	1	yes	1	yes	2	high	kynurenate
X	HMDB0000718	1	yes	1	yes	2	high	isovalerate (i5:0)
X	HMDB0000725	1	yes	1	yes	2	high	trans-4-hydroxyproline
X	HMDB0000730	1	yes	1	yes	2	high	isobutyrylglycine
X	HMDB0000736	1	yes	1	yes	2	high	isobutyrylcarnitine (C4)
X	HMDB0000754	1	yes	1	yes	2	high	beta-hydroxyisovalerate
X	HMDB0000755	1	yes	1	yes	2	high	3-(4-hydroxyphenyl)lactate
X	HMDB0000763	1	yes	1	yes	2	high	5-hydroxyindoleacetate
X	HMDB0000765	1	yes	1	yes	2	high	mannitol/sorbitol
X	HMDB0000767	1	yes	1	yes	2	high	pseudouridine
X	HMDB0000772	1	yes	1	yes	2	high	nonadecanoate (19:0)
X	HMDB0000782	1	yes	1	yes	2	high	octadecanedioate (C18-DC)
X	HMDB0000784	1	yes	1	yes	2	high	azelate (C9-DC)
X	HMDB0000792	1	yes	1	yes	2	high	sebacate (C10-DC)
X	HMDB0000801	1	yes	1	yes	2	high	phytanate
X	HMDB0000806	1	yes	1	yes	2	high	myristate (14:0)
X	HMDB0000826	1	yes	1	yes	2	high	pentadecanoate (15:0)
X	HMDB0000827	1	yes	1	yes	2	high	stearate (18:0)
X	HMDB0000840	1	yes	1	yes	2	high	2-hydroxyhippurate (salicylurate)
X	HMDB0000847	1	yes	1	yes	2	high	pelargonate (9:0)
X	HMDB0000872	1	yes	1	yes	2	high	tetradecanedioate (C14-DC)
X	HMDB0000875	1	yes	1	yes	2	high	trigonelline (N'-methylnicotinate)
X	HMDB0000883	1	yes	1	yes	2	high	valine
X	HMDB0000884	1	yes	1	yes	2	high	5-methyluridine (ribothymidine)
X	HMDB0000888	1	yes	1	yes	2	high	undecanedioate (C11-DC)
X	HMDB0000892	1	yes	1	yes	2	high	valerate (5:0)
X	HMDB0000893	1	yes	1	yes	2	high	suberate (C8-DC)
X	HMDB0000896	1	yes	1	yes	2	high	taurodeoxycholate
X	HMDB0000897	1	yes	1	yes	2	high	7-methylguanine
X	HMDB0000904	1	yes	1	yes	2	high	citrulline
X	HMDB0000925	1	yes	1	yes	2	high	trimethylamine N-oxide
X	HMDB0000929	1	yes	1	yes	2	high	tryptophan
X	HMDB0000943	1	yes	1	yes	2	high	threonate
X	HMDB0000946	1	yes	1	yes	2	high	ursodeoxycholate
X	HMDB0000947	1	yes	1	yes	2	high	undecanoate (11:0)
X	HMDB0000991	1	yes	1	yes	2	high	2-aminooctanoate
X	HMDB0001032	1	yes	1	yes	2	high	dehydroisoandrosterone sulfate (DHEA-S)
X	HMDB0001043	1	yes	1	yes	2	high	arachidonate (20:4n6)
X	HMDB0001173	1	yes	1	yes	2	high	5-methylthioadenosine (MTA)
X	HMDB0001325	1	yes	1	yes	2	high	N6,N6,N6-trimethyllysine
X	HMDB0001348	1	yes	1	yes	2	high	stearoyl sphingomyelin (d18:1/18:0)
X	HMDB0001383	1	yes	0.25	yes	2	high	sphinganine-1-phosphate
X	HMDB0001406	1	yes	1	yes	2	high	nicotinamide
X	HMDB0001429	1	yes	1	yes	2	high	phosphate
X	HMDB0001492	1	yes	1	yes	2	high	gamma-tocopherol/beta-tocopherol
X	HMDB0001547	1	yes	1	yes	2	high	corticosterone/cortexolone
X	HMDB0001565	1	yes	1	yes	2	high	choline phosphate
X	HMDB0001624	1	yes	1	yes	2	high	alpha-hydroxycaproate
X	HMDB0001847	1	yes	1	yes	2	high	caffeine
X	HMDB0001851	1	yes	1	yes	2	high	arabitol/xylitol
X	HMDB0001857	1	yes	1	yes	2	high	1,3-dimethylurate
X	HMDB0001860	1	yes	1	yes	2	high	paraxanthine
X	HMDB0001870	1	yes	1	yes	2	high	benzoate
X	HMDB0001886	1	yes	1	yes	2	high	3-methylxanthine
X	HMDB0001889	1	yes	1	yes	2	high	theophylline
X	HMDB0001893	1	yes	1	yes	2	high	alpha-tocopherol
X	HMDB0001895	1	yes	1	yes	2	high	salicylate
X	HMDB0001931	1	yes	1	yes	2	high	gamma-CEHC
X	HMDB0001999	1	yes	1	yes	2	high	eicosapentaenoate (EPA; 20:5n3)
X	HMDB0002000	1	yes	1	yes	2	high	myristoleate (14:1n5)
X	HMDB0002013	1	yes	1	yes	2	high	butyrylcarnitine (C4)
X	HMDB0002038	1	yes	1	yes	2	high	N6-methyllysine
X	HMDB0002064	1	yes	1	yes	2	high	N-acetylputrescine
X	HMDB0002068	1	yes	1	yes	2	high	erucate (22:1n9)
X	HMDB0002070	1	yes	1	yes	2	high	4-hydroxy-2-oxoglutaric acid
X	HMDB0002088	1	yes	1	yes	2	high	oleoyl ethanolamide
X	HMDB0002100	1	yes	1	yes	2	high	palmitoyl ethanolamide
X	HMDB0002117	1	yes	1	yes	2	high	oleamide
X	HMDB0002199	1	yes	1	yes	2	high	3-(4-hydroxyphenyl)propionate
X	HMDB0002203	1	yes	1	yes	2	high	3-hydroxydecanoate
X	HMDB0002212	1	yes	1	yes	2	high	arachidate (20:0)
X	HMDB0002226	1	yes	1	yes	2	high	adrenate (22:4n6)
X	HMDB0002231	1	yes	1	yes	2	high	eicosenoate (20:1)
X	HMDB0002259	1	yes	1	yes	2	high	margarate (17:0)
X	HMDB0002273	1	yes	1	yes	2	high	4-hydroxyglutamate
X	HMDB0002329	1	yes	1	yes	2	high	oxalate (ethanedioate)
X	HMDB0002580	1	yes	1	yes	2	high	taurolithocholate 3-sulfate
X	HMDB0002712	1	yes	1	yes	2	high	1,5-anhydroglucitol (1,5-AG)
X	HMDB0002721	1	yes	1	yes	2	high	N1-methylinosine
X	HMDB0002759	1	yes	1	yes	2	high	androsterone sulfate
X	HMDB0002815	1	yes	1	yes	2	high	1-oleoyl-GPC (18:1)
